,name_eng,city_eng,country_eng,latitude,longitude
465,Avu Avu,Avu Avu,Solomon Islands,-9.867,160.4
466,Avalon,Geelong,Australia,-38.039444,144.469444
467,Avra Valley,Tucson,United States,32.409556,-111.218389
468,Avalon Bay,Catalina Island,United States,33.404997,-118.415769
469,Awassa,Awassa,Ethiopia,7.067222,38.490278
470,Awaba,Awaba,Papua New Guinea,-8,142.75
471,Aniwa,Aniwa,Vanuatu,-19.24,169.605
472,Alowe,Alowe,Gabon,-0.75,9.45
473,Awareh,Awareh,Ethiopia,8.267,44.183
474,Wake Island,Wake Island,US Minor Outlying Islands,19.28249,166.636661
475,Municipal,West Memphis,United States,35.135059,-90.234446
476,Alton Downs,Alton Downs,Australia,-26.533,139.267
477,Austral Downs,Austral Downs,Australia,-20.492778,137.766111
478,Awar,Awar,Papua New Guinea,-4.117,144.85
479,Ahwaz,Ahwaz,Iran,31.337431,48.76195
480,Wallblake,Anguilla,Anguilla,18.204722,-63.053889
481,Alexandria Bay,Alexandria Bay,United States,44.316717,-75.899673
482,Aramac,Aramac,Australia,-22.967,145.233
483,Dimokritos,Alexandroupolis,Greece,40.855869,25.956264
484,Xanxere,Xanxere,Brazil,-26.88333333,-52.38333333
485,Algona,Algona,United States,43.077911,-94.271993
486,Ataq,Ataq,Yemen,14.551322,46.826183
487,Alexandria,Alexandria,Australia,-19.061667,136.713333
488,El Eden,Armenia,Colombia,4.453333,-75.765833
489,Alexandria,Alexandria,United States,45.866306,-95.394667
490,Springpoint Arpt,Spring Point,Turks and Caicos Islands,22.441828,-73.970858
491,Arutua,Arutua,French Polynesia,-15.246389,-146.620278
492,Municipal,Altus,United States,34.698806,-99.338472
493,Akita,Akita,Japan,39.615556,140.218611
494,Axum,Axum,Ethiopia,14.14675,38.772833
495,Neil Armstrong,Wapakoneta,United States,40.493556,-84.298083
496,Angel Fire,Angel Fire,United States,36.422,-105.289905
497,Ayapel,Ayapel,Colombia,8.283,-75.133
498,Ayacucho,Ayacucho,Peru,8.6,-73.6
499,Alroy Downs,Alroy Downs,Australia,-19.290833,136.079444
500,AAF Heliport,Fort Devens,Haiti,19.83333333,-72.5
501,Yaguara,Yaguara,Colombia,1.544167,-73.933333
502,RAF Station,Alconbury,United Kingdom,52.36666667,-0.266666667
503,Yari,Yari,Colombia,-0.383,-72.267
504,Arkalyk,Arkalyk,Kazakhstan,50.318611,66.952777
505,Anthony Lagoon,Anthony Lagoon,Australia,-18.020556,135.540278
506,Anyang,Anyang,China,36.133889,114.343889
507,Ayolas,Ayolas,Uganda,2.05,33.75
508,Yanamilla,Ayacucho,Peru,-13.154819,-74.204417
509,Connellan,Ayers Rock,Australia,-25.186111,130.975556
510,Ayr,Ayr,Australia,-19.584444,147.329167
511,Ware County,Waycross,United States,31.248397,-82.395395
512,Antalya,Antalya,Turkey,36.898731,30.800461
513,Aiyura,Aiyura,Papua New Guinea,-6.333,145.9
514,Ayawasi,Ayawasi,Indonesia,-1.133,132.467
515,Zahns,Amityville,United States,40.66666667,-73.41666667
516,Amazon Bay,Amazon Bay,Papua New Guinea,-10.3,149.333
517,Yazd,Yazd,Iran,31.904908,54.276503
518,Apatzingan,Apatzingan,Mexico,19.093425,-102.393608
519,Bateen,Abu Dhabi,United Arab Emirates,24.428333,54.458084
520,Andizhan,Andizhan,Uzbekistan,40.727739,72.294019
521,Kalamazoo/Battle Creek Intl,Kalamazoo,United States,42.234389,-85.551556
522,Atizapan,Mexico City,Mexico,19.35,-99.11666667
523,Adrar,Adrar,Algeria,27.839167,-0.185278
524,Zapatoca,Zapatoca,Colombia,6.767,-73.267
525,Ambriz,Ambriz,Angola,-7.862222,13.116111
526,Bialla,Bialla,Papua New Guinea,-5.330556,151.007778
527,Beale AFB,Marysville,United States,39.136089,-121.436567
528,Barranca De Upia,Barranca De Upia,Colombia,4.567,-72.95
529,Barksdale AFB,Shreveport,United States,32.501931,-93.662628
530,Barcelonnette,Barcelonnette,France,44.388333,6.610278
531,Barnes,Westfield,United States,42.157947,-72.715875
532,Loakan,Baguio,Philippines,16.375103,120.619636
533,Bahrain International,Manama,Bahrain,26.270834,50.63361
534,Buenos Aires,Buenos Aires,Costa Rica,9.163606,-83.329872
535,Bali,Bali,Papua New Guinea,-4.883,149.133
536,Batman,Batman,Turkey,37.928969,41.116583
537,Lander County,Battle Mountain,United States,40.599046,-116.874336
538,Basongo,Basongo,Democratic Republic Of Congo,-4.317,20.433
539,Udorn,Ban Mak Khaen,Thailand,17.383,102.8
540,Baibara,Baibara,Papua New Guinea,-10.333,149.633
541,E Cortissoz,Barranquilla,Colombia,10.889461,-74.780678
542,Baker Aaf,Baker Island,United States,0.216666667,-176.5166667
543,Balalae,Balalae,Solomon Islands,-6.990556,155.885833
544,Airport Chafei Amsei,Barretos,Brazil,-20.584547,-48.594086
545,Bauru,Bauru,Brazil,-22.345042,-49.0538
546,Baotou,Baotou,China,40.559999,109.996944
547,Biawonque,Biawonque,Gabon,-0.867,9.283
548,Barnaul,Barnaul,Russian Federation,53.363775,83.538533
549,Baia Mare,Baia Mare,Romania,47.658389,23.470022
550,Barbelos,Barbelos,Brazil,-0.981292,-62.919644
551,Teniente Vidal,Balmaceda,Chile,-45.916058,-71.689475
552,Municipal,Benson,United States,45.331917,-95.650583
553,Bay City,Bay City,United States,28.97325,-95.863444
554,Curtis Field,Brady,United States,31.179278,-99.323917
555,Big Bell,Big Bell,Australia,-27.41666667,117.6666667
556,Burlington,Burlington,United States,42.5,-71.18333333
557,Butaritari,Butaritari,Kiribati,3.085833,172.811111
558,Barth,Barth,Germany,54.33754,12.699705
559,Bhubaneswar,Bhubaneswar,India,20.244364,85.817781
560,Bitburg Air Base,Bitburg,Germany,49.945333,6.565
561,Kasane,Kasane,Botswana,-17.832875,25.1624
562,Babolsar,Babolsar,Iran,36.65,52.667
563,Battambang,Battambang,Cambodia,13.095564,103.224408
564,Bario,Bario,Malaysia,3.736944,115.469444
565,Berbera,Berbera,Ethiopia,10.389167,44.941106
566,Bembridge,Bembridge,United Kingdom,50.677778,-1.109444
567,Barbuda,Barbuda,Antigua And Barbuda,17.635833,-61.826944
568,Baillif,Basse Terre,Guadeloupe,16.013333,-61.742222
569,Blackbushe,Yateley,United Kingdom,51.323889,-0.8475
570,Berberati,Berberati,Central African Republic,4.221583,15.786369
571,Baneasa,Bucharest,Romania,44.503194,26.102111
572,Hkg,Bereby,Cote D&#039;Ivoire,4.633,-6.917
573,Broken Bow,Broken Bow,United States,41.436451,-99.642169
574,Wings Field,Blue Bell,United States,40.137556,-75.265139
575,Bambari,Bambari,Central African Republic,5.846944,20.6475
576,Zambezi,Zambezi,Zambia,-13.537222,23.108333
577,Baracoa,Baracoa,Cuba,20.365317,-74.506206
578,Virginia Tech,Blacksburg,United States,37.207639,-80.407833
579,Bear Creek,Bear Creek,United States,63.571609,-156.144051
580,Bacolod,Bacolod,Philippines,10.642511,122.929617
581,Bryce,Bryce,United States,37.706444,-112.145806
582,Bouca,Bouca,Central African Republic,6.517,18.267
583,Bemichi,Bemichi,Guyana,7.7,-59.167
584,Cakung International,Baucau,East Timor-Indonesia,-8.485472,126.399333
585,Barcaldine,Barcaldine,Australia,-23.565278,145.306667
586,Baca Grande,Baca Grande,United States,37.96666667,-105.7666667
587,Bolwarra,Bolwarra,Australia,-17.3875,144.168889
588,Barra Colorado,Barra Colorado,Costa Rica,10.767,-83.583
589,Bacau,Bacau,Romania,46.521944,26.910278
590,El Prat De Llobregat,Barcelona,Spain,41.297078,2.078463
591,Jinka,Jinka,Ethiopia,5.783,36.55
592,Bambu,Bambu,Ethiopia,-5.867,146.483
593,Brack,Brack,Namibia,27.653,14.272
594,Boca Do Acre,Boca Do Acre,Brazil,-8.834561,-67.312403
595,Southern Seaplane,Belle Chasse,United States,29.866039,-90.022293
596,Public,Boca Raton,United States,26.3785,-80.107694
597,Bauchi,Bauchi,Nigeria,10.294444,9.816667
598,Belmopan,Belmopan,Belize,61.416083,-149.508306
599,Benguera Island,Benguera Island,Mozambique,-21.853056,35.438333
600,Beloreck,Beloreck,Russian Federation,53.938056,58.34
601,Bulchi,Bulchi,Ethiopia,6.217,36.667
602,Bickerton Island,Bickerton Island,Australia,-13.781944,136.201944
603,Kindley Field,Bermuda,Bermuda,32.364041,-64.678703
604,Bundaberg,Bundaberg,Australia,-24.903889,152.318611
605,Barra Do Corda,Barra Do Corda,Brazil,-5.500269,-45.242222
606,Badu Island,Badu Island,Australia,-10.15,142.174167
607,Baudette,Baudette,United States,48.728444,-94.612222
608,Rinkenberger,Bradford,United States,41.230871,-89.615652
609,Blanding,Blanding,United States,37.583337,-109.483289
610,Bandar Lengeh,Bandar Lengeh,Iran,26.532,54.824847
611,Bird Island,Bird Island,Seychelles,-3.724722,55.205278
612,Sjamsudin Noor,Banjarmasin,Indonesia,-3.442356,114.762553
613,Bondoukou,Bondoukou,Cote D&#039;Ivoire,8.017222,-2.761944
614,Bradley International,Windsor Locks,United States,41.938889,-72.683222
615,Bandirma,Bandirma,Turkey,40.317972,27.977694
616,Talhar,Badin,Pakistan,24.841519,68.838408
617,Husein Sastranegara,Bandung,Indonesia,-6.900625,107.576294
618,Bhadrapur,Bhadrapur,Nepal,26.570278,88.075833
619,Vadodara,Vadodara,India,22.336164,73.226289
620,Igor I. Sikorsky Mem.,Bridgeport,United States,41.163472,-73.126167
621,Papola Casale,Brindisi,Italy,40.657633,17.947033
622,Kisangani,Gbadolite,Democratic Republic Of Congo,4.253206,20.975283
623,Bardufoss,Bardufoss,Norway,69.055758,18.540356
624,Moba,Moba,Democratic Republic Of Congo,-7.083889,29.738333
625,Bedford Downs,Bedford Downs,Australia,-17.2875,127.466944
626,Broadus,Broadus,United States,45.433325,-105.417213
627,State,Bandon,United States,43.086472,-124.407861
628,Baindoung,Baindoung,Papua New Guinea,-6.333,146.933
629,Bereina,Bereina,Papua New Guinea,-8.633,146.5
630,Benbecula,Benbecula,United Kingdom,57.481111,-7.362778
631,Beech,Wichita,United States,37.694475,-97.214989
632,Hanscom Field,Bedford/Hanscom,United States,42.469953,-71.28903
633,Beagle Bay,Beagle Bay,Australia,-17.016389,122.646111
634,Bluefields,Bluefields,Nicaragua,11.990961,-83.774086
635,Nikola Tesla,Belgrade,Serbia,44.818444,20.309139
636,Ross Field,Benton Harbor,United States,42.128583,-86.4285
637,Beica,Beica,Ethiopia,9.386389,34.521944
638,Kalimaru,Tanjung Redep,Indonesia,2.155497,117.432256
639,Bareli,Bareli,India,26.217,81.233
640,Val De Cans,Belem,Brazil,-1.37925,-48.476292
641,Bossembele,Bossembele,Central African Republic,5.267,17.633
642,Benina Intl,Benghazi,Libya,32.096786,20.269472
643,Belmont,Newcastle,Australia,-33.066111,151.646389
644,Bellary,Bellary,India,15.162783,76.882775
645,Honington,Bury St Edmunds,United Kingdom,52.342611,0.772939
646,Berlin Metropolitan Area,Berlin,Germany,52.517,13.4
647,Guipavas,Brest,France,48.447222,-4.421667
648,Bethel Airport,Bethel,United States,60.778557,-161.837177
649,Bedourie,Bedourie,Australia,-24.346111,139.460278
650,Beer Sheba,Beer Sheba,Israel,31.287003,34.722953
651,Beira,Beira,Mozambique,-19.796419,34.907556
652,RAF Station,Benson,United Kingdom,51.616389,-1.095833
653,Rafic Hariri International Airport,Beirut,Lebanon,33.820931,35.488389
654,Beru,Beru,Kiribati,-1.354722,176.006944
655,Bahia Negra,Bahia Negra,Paraguay,45.165842,-84.924114
656,Blue Fox Bay,Blue Fox Bay,United States,58.18333333,-152.1333333
657,Bloomfield,Bloomfield,Australia,-15.873611,145.329722
658,Bradford,Bradford,United States,41.803068,-78.640121
659,Bielefeld,Bielefeld,Germany,51.964833,8.544833
660,Scotts Bluff County,Scottsbluff,United States,41.874028,-103.595639
661,Bullfrog Basin,Bullfrog Basin,United States,37.545824,-110.713199
662,Bacacheri,Curitiba,Brazil,-25.405,-49.23194444
663,Boeing Field/King County International Airport,Seattle,United States,47.53,-122.301972
664,Ba,Ba,Fiji,-17.55,177.667
665,Buffalo Municipal Airport,Buffalo,United States,36.863301,-99.618731
666,Meadows Field,Bakersfield,United States,35.433861,-119.057667
667,Mob Aerospace,Mobile,United States,30.626778,-88.068083
668,Buffalo Range,Buffalo Range,Zimbabwe,-21.008083,31.57855
669,Beaver Falls,Beaver Falls,United States,40.772472,-80.391444
670,Bahia Pinas,Bahia Pinas,Panama,7.583,-78.2
671,Virgil I Grissom Muni,Bedford,United States,38.840028,-86.445361
672,Aldergrove International Airport,Belfast,United Kingdom,54.6575,-6.215833
673,County,Beaufort,United States,32.412166,-80.634354
674,Bengbu,Bengbu,China,32.8475,117.320278
675,Buri Ram,Buri Ram,Thailand,15.229539,103.253231
676,Sidi Belabbes,Sidi Belabbes,Algeria,47.249028,-91.415583
677,Bafoussam,Bafoussam,Cameroon,5.536919,10.354583
678,Palo Negro,Bucaramanga,Colombia,7.126944,-73.185
679,Booue,Booue,Gabon,-0.1,11.95
680,Braganca,Braganca,Portugal,41.8578,-6.707125
681,Borger,Borger,United States,35.700894,-101.393663
682,Decatur County,Bainbridge,United States,30.971598,-84.636928
683,Bangui,Bangui,Central African Republic,4.398475,18.518786
684,Bongouanou,Bongouanou,Cote D&#039;Ivoire,6.65,-4.2
685,Abbaye,Boghe,Mauritania,16.633,-14.183
686,Grantley Adams International,Bridgetown,Barbados,13.074603,-59.492456
687,Borgarfjordur Eystri,Borgarfjordur Eystri,Iceland,65.516389,-13.805
688,Big Creek,Big Creek,Belize,16.517,-88.4
689,Baglung,Baglung,Nepal,28.212816,83.666328
690,Greater Binghamton,"Binghamton, NY",United States,42.208556,-75.979722
691,R.A.F.,Brueggen,Germany,51.2,6.133
692,"Bergen Airport, Flesland",Bergen,Norway,60.293386,5.218142
693,Bongo,Bongo,Gabon,-2.2,10.233
694,Big Lake,Big Lake,United States,61.536122,-149.813897
695,Bangor International Airport,Bangor,United States,44.807444,-68.828139
696,Webb AFB,Big Spring,United States,32.21444444,-101.525
697,Bagdad,Bagdad,United States,34.595853,-113.170195
698,Bangassou,Bangassou,Central African Republic,4.785,22.781
699,Bento Goncalves,Bento Goncalves,Brazil,-29.167,-51.5
700,Al Muthana,Baghdad,Iraq,33.262538,44.234577
701,Airport Cmdt. Gustavo Kraemer,Bage,Brazil,-31.390528,-54.112244
702,Orio al Serio,Bergamo,Italy,45.673889,9.704166
703,Braga,Braga,Portugal,41.587058,-8.445139
704,Bahia De Caraquez,Bahia De Caraquez,Ecuador,-0.608111,-80.402683
705,Bar Harbor,Bar Harbor,United States,44.449769,-68.361565
706,Bhurban Heliport,Bhurban,United States,31.713833,-82.393778
707,George Best Belfast City,Belfast,United Kingdom,54.618056,-5.8725
708,Woodbourne Air Station,Blenheim,New Zealand,-41.518333,173.870278
709,Bahia Cupica,Bahia Cupica,Colombia,6.55,-77.333
710,Brus Laguna,Brus Laguna,Honduras,15.735,-84.5425
711,Bisha,Bisha,Saudi Arabia,19.98435,42.620881
712,Comandante,Bahia Blanca,Argentina,-38.724967,-62.169317
713,Rudra Mata,Bhuj,India,23.287828,69.670147
714,Bukhara,Bukhara,Uzbekistan,39.775,64.483333
715,Bahia Angeles,Bahia Angeles,Mexico,28.978611,-113.560833
716,Birmingham,Birmingham,United Kingdom,33.563889,-86.752306
717,Beihan,Beihan,Yemen,14.781972,45.720083
718,Bhopal,Bhopal,India,23.287467,77.337375
719,Bhojpur,Bhojpur,Nepal,27.14743,87.050819
720,Broken Hill,Broken Hill,Australia,-32.001389,141.471667
721,Bharatpur Airport,Bharatpur,Nepal,27.678056,84.429444
722,Raglan,Bathurst,Australia,-33.409444,149.651944
723,Brighton Downs,Brighton Downs,Australia,-23.363333,141.562778
724,Bhavnagar,Bhavnagar,India,21.752206,72.185181
725,Bahawalpur,Bahawalpur,Pakistan,29.3481,71.717981
726,Bhagatanwala Apt,Sargodha,Pakistan,32.08361111,72.67111111
727,Birmingham International Airport,Birmingham,United Kingdom,52.453856,-1.748028
728,Beihai,Beihai,China,21.539444,109.293889
729,Poretta,Bastia,France,42.55,9.484722
730,Baidoa,Baidoa,Somalia,3.101667,43.626944
731,Big Creek,Big Creek,United States,57.66666667,-157.5833333
732,Block Island,Block Island,United States,41.168111,-71.577833
733,Beatrice,Beatrice,United States,40.301278,-96.754111
734,Biggs Aaf,El Paso,United States,31.849525,-106.380039
735,Intermediate Field,Big Delta,United States,63.99516,-145.720025
736,Bishop,Bishop,United States,37.373111,-118.363611
737,Enyu Airfield,Bikini Atoll,Marshall Islands,11.5225,165.565
738,Biliau,Biliau,Papua New Guinea,-5.583,146.333
739,Frans Kaisepo,Biak,Indonesia,-1.190017,136.107997
740,Billings,Billings,United States,45.807667,-108.542889
741,International,Bimini,Bahamas,25.699881,-79.264656
742,Bamiyan,Bamiyan,Afghanistan,34.808622,67.818233
743,Sondica,Bilbao,Spain,43.301097,-2.910608
744,Bulimba,Bulimba,Australia,-16.883056,143.481389
745,Biarritz Parme,Biarritz,France,43.468333,-1.531111
746,Biratnagar,Biratnagar,Nepal,26.484167,87.264444
747,Bismarck,Bismarck,United States,46.772722,-100.74575
748,Baitadi,Baitadi,Nepal,29.465263,80.549156
749,Bildudalur,Bildudalur,Iceland,65.641389,-23.546111
750,Bria,Bria,Central African Republic,6.527778,21.989444
751,Billiluna,Billiluna,Australia,-19.564722,127.671944
752,Keesler AFB,Biloxi,United States,30.410425,-88.924433
753,Bisho,Bisho,South Africa,-32.89715,27.279111
754,Bimin,Bimin,Papua New Guinea,-5.283,142.017
755,Bejaia,Bejaia,Algeria,36.711944,5.069444
756,Bojnord,Bojnord,Bosnia And Herzegovina,37.492958,57.308219
757,Jeffco,Broomfield,United States,39.908806,-105.117194
758,Bakkafjordur,Bakkafjordur,Iceland,66.021944,-14.824444
759,Batsfjord,Batsfjord,Norway,70.600278,29.6925
760,Bolaang,Bolaang,Indonesia,0.933,124.167
761,Bajhang,Bajhang,Nepal,29.53896,81.185364
762,Bemidji,Bemidji,United States,47.510722,-94.934722
763,Wayne County,Wooster,United States,40.874833,-81.88825
764,Benjina,Benjina,Indonesia,-6.0662,134.273928
765,Yundum International,Banjul,Gambia,13.337961,-16.652206
766,International,Bujumbura,Burundi,-3.324019,29.318519
767,Bajone,Bajone,Mozambique,-17.167,37.95
768,Bermejo,Bermejo,Argentina,-22.773336,-64.312881
769,Braganca Paulista,Braganca Paulista,Brazil,-4.633333333,-39.76666667
770,Bahar Dar,Bahar Dar,Ethiopia,11.608075,37.321644
771,Bentota River,Bentota River,Sri Lanka,6.421111111,79.99888889
772,Bajura Arpt,Bajura,Nepal,29.502,81.669
773,Milas Airport,Bodrum,Turkey,37.250611,27.664311
774,Bajawa,Bajawa,Indonesia,-8.817,120.983
775,Del Bajнo International,Leуn,Mexico,20.993464,-101.480847
776,Batajnica,Belgrade,Serbia,44.935331,20.257506
777,Talaveral La Real,Badajoz,Spain,38.89125,-6.821333
778,Bykovo,Moscow,Russian Federation,55.617222,38.059999
779,Bikaner,Bikaner,India,28.070606,73.207161
780,Buckland,Buckland,United States,65.981565,-161.149071
781,Stephens County,Breckenridge,United States,32.718753,-98.891597
782,Baker,Baker,United States,44.83735,-117.809144
783,Lake Brooks SPB,Katmai National Park,United States,58.554843,-155.777388
784,Barking Sands PMRF,Kekaha,United States,22.022774,-159.785059
785,Kota-Kinabalu International Airport,Kota-Kinabalu,Malaysia,5.937208,116.051181
786,Boke,Boke,Guinea,10.965833,-14.281111
787,Suvarnabhumi International,Bangkok,Thailand,13.681108,100.747283
788,Burke Lakefront,Cleveland,United States,41.5175,-81.683333
789,Bakalalan,Bakalalan,Malaysia,3.988611,115.618889
790,Birni Nkoni,Birni Nkoni,Niger,13.8,5.25
791,Bamako,Bamako,Mali,12.533544,-7.949944
792,Barkly Downs,Barkly Downs,Australia,-20.464167,138.471111
793,Blackall,Blackall,Australia,-24.427778,145.428611
794,Bokoro,Bokoro,Chad,12.385278,17.070833
795,Padangkemiling,Bengkulu,Indonesia,-3.8637,102.339036
796,Blackstone AAF,Blackstone,United States,37.074346,-77.957346
797,Betioky,Betioky,Madagascar,-23.733,44.389
798,Beckley,Beckley,United States,37.787326,-81.124164
799,Brookings,Brookings,United States,44.304833,-96.816944
800,Kavumu,Bukavu,Democratic Republic Of Congo,-2.308978,28.808803
801,Bukoba,Bukoba,Tanzania,-1.3,31.8
802,Gen J A Anzoategui,Barcelona,Venezuela,10.107139,-64.689161
803,Balboa,Balboa,Panama,8.914794,-79.599633
804,Bamenda,Bali,Cameroon,5.894722,10.033333
805,Boulder City,Boulder City,United States,35.94748,-114.861097
806,Dala Airport,Borlange,Sweden,60.422017,15.515211
807,Princeton,Princeton,United States,37.295806,-81.207694
808,Belaga,Belaga,Malaysia,2.636111,113.760556
809,Blythe,Blythe,United States,33.619167,-114.716889
810,Bellingham,Bellingham,United States,48.792694,-122.537528
811,Batna,Batna,Algeria,35.759167,6.3225
812,Blackpool Airport,Blackpool,United Kingdom,53.771667,-3.028611
813,Billund,Billund,Denmark,55.740322,9.151778
814,Monmouth Executive Airport,Belmar - Farmingdale,United States,40.18675,-74.124556
815,Benalla,Benalla,Australia,-36.551944,146.006667
816,Blonduos,Blonduos,Iceland,65.645,-20.2875
817,Bellavista,Bellavista,Peru,-7.060556,-76.582222
818,Guglielmo Marconi,Bologna,Italy,44.535444,11.288667
819,Bangalore International Airport,Bangalore,India,13.198867,77.705472
820,Bollon,Bollon,Australia,-28.0525,147.48
821,Blackwater,Blackwater,Australia,-23.603056,148.806944
822,Blue Canyon,Blue Canyon,United States,39.274972,-120.70975
